rank,client_hash_id,content_hash_id,predicted_decline_prob,baseline_score,content_archetype,recommended_action,priority_tier,effort_hours_assumption,safety_guardrail,gsc_impressions_apr,gsc_clicks_apr,gsc_avg_position_apr,ga4_pageviews_apr,reason_codes
5548,client_62f4a7e64f5e0096,content_7ffdc6f60dc6c090,0.5200594667773009,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1212.0,17.0,2.066736703466688,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5549,client_73cda7b4e4f265ea,content_80a1afaedb486f0f,0.5200311446938173,0.9333333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1410.0,19.0,4.299382294670712,22.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5550,client_73cda7b4e4f265ea,content_67efc6c96c375a87,0.5200298130151494,0.8333333333333334,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1843.0,14.0,4.285569117874851,17.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5551,client_08a6a72ff48e62c0,content_5957fa337b318286,0.5200055130146202,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2315.0,12.0,4.786609088837758,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5552,client_62f4a7e64f5e0096,content_042f237e551f5a5a,0.5199981139462164,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,16415.0,15.0,4.374332426778401,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5553,client_73cda7b4e4f265ea,content_e0172b5a89d0fe07,0.5199857997391553,1.3333333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3249.0,16.0,3.532100126718629,15.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5554,client_73cda7b4e4f265ea,content_6ce9b569cc18b391,0.5199778070118045,1.3666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,7349.0,11.0,7.184784289140361,15.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5555,client_23a62021009f63c4,content_76c8428c56778aa6,0.5199519160472926,2.566666666666667,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2239.0,18.0,20.12320977771966,52.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
5556,client_62f4a7e64f5e0096,content_35afb0168a4c6a9c,0.519937184763754,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,8269.0,10.0,7.3577546080414935,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5557,client_62f4a7e64f5e0096,content_cd54f5aa337222bf,0.5199370749752299,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6444.0,20.0,1.8814160618346822,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5558,client_20259bd6705d81d4,content_733c36c281008e69,0.5199262332655252,2.1,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,14123.0,19.0,12.51941217386548,23.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
5559,client_e5c2aa26a8598242,content_3fca2cfbdb8eeefa,0.5199155991164784,2.1666666666666665,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4202.0,38.0,10.04339663374277,56.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
5560,client_62f4a7e64f5e0096,content_9cbb652999c53f7a,0.5199066250786479,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2509.0,12.0,5.281020008845134,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5561,client_23a62021009f63c4,content_eb27bbfeb9b4d8ab,0.5198980238870627,2.1666666666666665,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2521.0,21.0,11.910550215637064,47.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
5562,client_23a62021009f63c4,content_bacbcec98c19a533,0.5198893870398887,2.7333333333333334,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5152.0,42.0,22.19287585279742,116.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
5563,client_73cda7b4e4f265ea,content_698ed6c9e6c8342c,0.519888873460449,1.4333333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6708.0,18.0,3.514199060648163,17.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5564,client_08a6a72ff48e62c0,content_2988d5a0c9c68263,0.5198818638554041,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2310.0,14.0,3.7651089621264338,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5565,client_62f4a7e64f5e0096,content_03202ece2c30322f,0.5198731268664154,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4653.0,18.0,2.338777362786103,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5566,client_73cda7b4e4f265ea,content_7364f10b7f5b3d69,0.5198574526030059,1.3666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3233.0,10.0,6.008714007986693,14.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5567,client_e547b89c05043229,content_1d314844c8fc58b3,0.5198408062263911,1.8666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4497.0,34.0,9.757200192116875,33.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
5568,client_e547b89c05043229,content_ec9c83b195e399bf,0.5198273847360165,2.566666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,12796.0,85.0,15.88051960786411,76.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
5569,client_62f4a7e64f5e0096,content_d5eb6b82da5a220f,0.5198241282954089,1.0333333333333334,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4292.0,15.0,3.8195770233100315,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5570,client_73cda7b4e4f265ea,content_47fc15048fcb1dc3,0.5197981789908783,0.9666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2113.0,36.0,2.757564086787709,35.0,HIGH_MODEL_DECLINE_RISK
5571,client_73cda7b4e4f265ea,content_05dcf4f0be31ca76,0.5197339210290509,1.2666666666666666,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2244.0,10.0,5.417447444175766,12.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5572,client_23a62021009f63c4,content_22fbb565b71d42c9,0.51972699005923,2.5,High Historical Traffic / Higher Decline Risk,"Review for substantive content freshness, factual accuracy, intent alignment, and technical issues.",P2_Review,5.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3660.0,12.0,27.15799163695151,51.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_HISTORICAL_TRAFFIC_MODEL_RISK | HIGH_W04_BASELINE_SIGNAL
5573,client_3f0ce4d44fe94f3d,content_737d64262ef3fd7b,0.5197175961343751,1.7,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P2_Review,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,10269.0,49.0,7.101502445118197,51.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5574,client_62f4a7e64f5e0096,content_d80c3d4e31517d94,0.5197091118015884,1.0333333333333334,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5907.0,12.0,5.64383133501226,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5575,client_e5c2aa26a8598242,content_c1e5a88a9549bd60,0.5197050101760099,1.1923076923076923,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2267.0,21.0,5.000931154999316,27.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5576,client_e547b89c05043229,content_b3d8b77fea8916d8,0.5197015561924452,2.1333333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2939.0,35.0,11.102046386391313,22.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
5577,client_73cda7b4e4f265ea,content_a868fdcf5f03ac0e,0.5196947137268363,1.6,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1577.0,14.0,8.453951932191982,20.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
5578,client_73cda7b4e4f265ea,content_1993247dd5453514,0.5196742740035973,1.6,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6538.0,20.0,7.271511253342861,21.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5579,client_e547b89c05043229,content_c5d924eaf3bc6b45,0.5196739055511902,2.2333333333333334,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6437.0,18.0,12.85272506867434,20.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
5580,client_73cda7b4e4f265ea,content_f86e8bc7ca5f1303,0.519632596541029,1.8666666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5248.0,13.0,9.89627986085025,18.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
5581,client_73cda7b4e4f265ea,content_9706f496fb3af4ab,0.5196256936997656,1.4666666666666666,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,11708.0,14.0,7.495138617121687,17.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5582,client_20259bd6705d81d4,content_4a3e32b707f32f34,0.5195637134117277,2.066666666666667,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1366.0,15.0,9.774545924359805,31.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
5583,client_62f4a7e64f5e0096,content_e0dee5b4fe867d5a,0.5195304657557752,0.9333333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2124.0,12.0,5.1552376862039235,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5584,client_3f0ce4d44fe94f3d,content_e4b681909c4feb29,0.5195279300564772,1.9333333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6910.0,15.0,10.31962265422989,28.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
5585,client_a80fca3f171ed1de,content_b3607148ecf3760b,0.5195123734557685,1.2,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2127.0,23.0,6.459097350853659,17.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5586,client_a80fca3f171ed1de,content_3b4a8b160efefe07,0.5194962039179339,1.3666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,28683.0,24.0,3.98528195232007,16.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5587,client_1a730cb2640a1abf,content_a07ab33c93a6362c,0.5194672108024286,1.5,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3458.0,17.0,6.080220120646902,23.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5588,client_08a6a72ff48e62c0,content_d2f7022e3c26d700,0.5194665298605352,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1685.0,12.0,4.7130049710238175,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5589,client_62f4a7e64f5e0096,content_b45ac555c77378ff,0.5194412421706771,0.75,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2669.0,12.0,4.565846503490629,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5590,client_62f4a7e64f5e0096,content_585036ca2561c69d,0.51943196197277,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,8464.0,11.0,6.3273597974500175,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5591,client_73cda7b4e4f265ea,content_91c74bb26d4ada08,0.5193850147031366,1.3666666666666667,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3780.0,15.0,5.027991337229756,16.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5592,client_62f4a7e64f5e0096,content_48c8ac3ad75a222e,0.5193740122174768,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,8069.0,15.0,4.011797808234743,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5593,client_73cda7b4e4f265ea,content_ac9643583266ee20,0.5193616494630873,1.3333333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1772.0,10.0,5.5947842041089615,15.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5594,client_20259bd6705d81d4,content_2ddd52f939f68e2d,0.5193502289682663,1.8,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P2_Review,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,4877.0,57.0,7.993459403335108,60.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5595,client_62f4a7e64f5e0096,content_2514da4728bfa35a,0.5193317700121237,1.1333333333333333,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5457.0,12.0,5.700014853187449,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5596,client_a80fca3f171ed1de,content_bbb83d9f155e8dd1,0.5193288475539387,1.5333333333333334,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P2_Review,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,55784.0,80.0,4.906462251696818,55.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5597,client_73cda7b4e4f265ea,content_2d8a0582b052d4d4,0.5193049154686594,1.4666666666666666,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2201.0,16.0,6.309126674751212,23.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
5598,client_62f4a7e64f5e0096,content_272b1e7edd41be02,0.5192849266391831,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,6099.0,14.0,4.335326076090909,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5599,client_20259bd6705d81d4,content_cc56845011599c14,0.5192575201539028,2.1333333333333333,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,2380.0,10.0,12.94882982946018,18.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR | HIGH_W04_BASELINE_SIGNAL
5600,client_08a6a72ff48e62c0,content_1d19ac167dfccf91,0.5192513588607057,1.0,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,12373.0,12.0,5.706064679916562,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5601,client_62f4a7e64f5e0096,content_ced6315d557cc76d,0.5192440947542124,0.75,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,1005.0,13.0,3.4089112941665287,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5602,client_a80fca3f171ed1de,content_897764034fe3b00b,0.5192311799830591,1.5,High Search Impression / Thin Traffic,"Review click-through performance, search intent alignment, content depth, and internal linking.",P2_Review,3.5,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,5549.0,11.0,6.237194118569461,13.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR | THIN_PAGEVIEWS_HIGH_SEARCH_DEMAND
5603,client_e547b89c05043229,content_e4c053ea4e42cef1,0.5192183179506349,1.4666666666666666,Striking Distance / Search Visibility,"Review title/meta alignment, search intent, SERP competition, and page structure.",P2_Review,2.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,3883.0,15.0,9.616395288235164,7.0,HIGH_MODEL_DECLINE_RISK | STRIKING_DISTANCE_POS_8_20 | LOW_CTR_HIGH_SEARCH_IMPR
5604,client_62f4a7e64f5e0096,content_876af339b66bab2f,0.5192102546554938,1.0333333333333334,General Higher-Decline-Risk Review,Prioritize for diagnostic review of recent traffic trends and on-page content.,P2_Review,3.0,MODEL_SCORE_DOES_NOT_AUTHORIZE_REDIRECT_OR_CANONICAL_CHANGE,711.0,10.0,5.714858029436725,0.0,HIGH_MODEL_DECLINE_RISK | LOW_CTR_HIGH_SEARCH_IMPR
